catalog_id,source_file,web_file,media_type,subject,service_context,room_or_area,city,state,country,creator,credit_line,copyright_notice,rights_usage_terms,permission_status,client_or_people_approval,usage_scope,page_assignment,alt_text,caption,keywords,status,notes
IMG-0052,MEDIA/IMAGES/artist-profile-teal-jacket-view-03.jpg,MEDIA/IMAGES/artist-profile-teal-jacket-view-03.webp,image,artist profile teal jacket view 03,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Profile portrait of an artist wearing a teal jacket.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0054,MEDIA/IMAGES/artist-purple-line-portrait-view-02.jpg,MEDIA/IMAGES/artist-purple-line-portrait-view-02.webp,image,artist purple line portrait view 02,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Artist portrait under purple line lighting.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0055,MEDIA/IMAGES/artist-purple-line-portrait-view-03.jpg,MEDIA/IMAGES/artist-purple-line-portrait-view-03.webp,image,artist purple line portrait view 03,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Artist portrait under purple line lighting.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0056,MEDIA/IMAGES/artist-purple-line-portrait.jpg,MEDIA/IMAGES/artist-purple-line-portrait.webp,image,artist purple line portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Artist portrait under purple line lighting.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0057,MEDIA/IMAGES/artist-purple-silhouette-view-02.jpg,MEDIA/IMAGES/artist-purple-silhouette-view-02.webp,image,artist purple silhouette view 02,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Artist portrait under purple line lighting.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0058,MEDIA/IMAGES/artist-purple-silhouette-view-03.jpg,MEDIA/IMAGES/artist-purple-silhouette-view-03.webp,image,artist purple silhouette view 03,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Artist portrait under purple line lighting.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0059,MEDIA/IMAGES/artist-purple-silhouette-view-04.jpg,MEDIA/IMAGES/artist-purple-silhouette-view-04.webp,image,artist purple silhouette view 04,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Artist portrait under purple line lighting.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0060,MEDIA/IMAGES/artist-purple-silhouette-view-05.jpg,MEDIA/IMAGES/artist-purple-silhouette-view-05.webp,image,artist purple silhouette view 05,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Artist portrait under purple line lighting.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0062,MEDIA/IMAGES/jjune-vocal-recording-session-view-01.jpg,MEDIA/IMAGES/jjune-vocal-recording-session-view-01.webp,image,artist speaking booth close view 03,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Jjune recording vocals in the booth at Checkmark Audio.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0064,MEDIA/IMAGES/artist-white-shirt-portrait.jpg,MEDIA/IMAGES/artist-white-shirt-portrait.webp,image,artist white shirt portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Studio headshot portrait of an artist.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0067,MEDIA/IMAGES/country-medicine-singer-studio-headphones-view-01.jpeg,MEDIA/IMAGES/GALLERY/country-medicine-singer-studio-headphones-view-01.webp,image,artists cafe country medicine footer picture 1,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,gallery,Country Medicine's singer wearing studio headphones at Checkmark Audio.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0068,MEDIA/IMAGES/artists-cafe-country-medicine-footer-picture-1.jpg,MEDIA/IMAGES/artists-cafe-country-medicine-footer-picture-1.webp,image,artists cafe country medicine footer picture 1,,,,,,Country Medicine,Courtesy of Country Medicine,© Country Medicine. Used with permission.,Property of Country Medicine; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,"Country Medicine, featured in Checkmark Audio's artist gallery.",,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0071,MEDIA/IMAGES/millie-black-and-white-album-cover-background.jpg,MEDIA/IMAGES/millie-black-and-white-album-cover-background.webp,image,artists cafe milli footer picture 3,,,,,,Millie,Courtesy of Millie,© Millie. Used with permission.,Property of Millie; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Black-and-white background photo from Millie's album cover shoot.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0074,MEDIA/IMAGES/artists-cafe-richard-footer-picture-5.jpeg,MEDIA/IMAGES/artists-cafe-richard-footer-picture-5-jpeg.webp,image,artists cafe richard footer picture 5,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-promotion,Artist photo featured in Checkmark Audio's artist gallery footer.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Bridget 2026-08-08: no client named Richard; this is Richard Baca (staff).
IMG-0075,MEDIA/IMAGES/artists-cafe-richard-footer-picture-5.jpg,MEDIA/IMAGES/artists-cafe-richard-footer-picture-5-jpg.webp,image,artists cafe richard footer picture 5,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-promotion,Artist photo featured in Checkmark Audio's artist gallery footer.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Bridget 2026-08-08: no client named Richard; this is Richard Baca (staff).
